Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
379,Markel Brown,SG,24,BRK,5,3,77,3.7,11.2,.333,1.4,7.0,.200,2.3,4.2,.556,0.9,1.9,.500,0.0,1.9,1.9,3.3,1.4,0.5,1.9,4.2,9.8
380,Gary Neal,SG,31,WAS,7,1,131,6.3,15.4,.411,1.1,4.1,.267,5.2,11.3,.463,2.2,2.2,1.000,0.3,1.6,1.9,1.9,0.8,0.0,1.9,1.6,15.9
381,Jared Cunningham,SG,24,CLE,7,1,84,3.9,8.6,.450,0.9,2.1,.400,3.0,6.4,.467,2.6,5.1,.500,0.0,1.7,1.7,1.7,0.4,0.4,0.9,3.4,11.1
382,Isaiah Thomas,PG,26,BOS,6,3,181,8.2,21.3,.383,1.8,7.0,.257,6.4,14.3,.444,7.8,8.6,.907,0.6,1.0,1.6,7.0,2.2,0.0,3.8,1.6,25.9
383,Pablo Prigioni,PG,38,LAC,2,0,24,0.0,13.5,.000,0.0,9.0,.000,0.0,4.5,.000,0.0,0.0,,0.0,1.5,1.5,4.5,1.5,0.0,1.5,3.0,0.0
384,Darren Collison,PG,28,SAC,6,1,184,6.8,15.1,.455,1.6,3.7,.421,5.3,11.3,.466,3.3,4.5,.739,0.4,1.0,1.4,6.1,1.0,0.0,2.3,2.2,18.6
385,Seth Curry,PG,25,SAC,4,0,27,9.3,13.3,.700,4.0,5.3,.750,5.3,8.0,.667,0.0,0.0,,0.0,1.3,1.3,8.0,0.0,0.0,0.0,0.0,22.7
386,J.J. Redick,SG,31,LAC,7,7,209,6.4,12.4,.514,2.4,5.7,.424,4.0,6.7,.590,3.4,3.6,.952,0.3,0.9,1.2,2.2,0.7,0.2,1.7,2.6,18.6
387,Gerald Green,SG,30,MIA,3,0,65,5.5,17.2,.323,3.9,9.4,.412,1.7,7.8,.214,2.2,2.2,1.000,0.0,1.1,1.1,0.6,0.0,0.0,1.7,3.9,17.2
388,Austin Rivers,SG,23,LAC,7,1,148,4.4,11.2,.391,0.7,3.9,.188,3.6,7.3,.500,2.9,4.1,.706,0.0,1.0,1.0,1.2,1.7,0.7,1.5,3.9,12.4
389,Cole Aldrich,C,27,LAC,2,0,7,5.1,10.3,.500,0.0,0.0,,5.1,10.3,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.1,5.1,10.3
390,Lou Amundson,F,33,NYK,1,0,5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,7.2,0.0,0.0,14.4,0.0
391,Anthony Brown,SF,23,LAL,2,0,7,5.1,10.3,.500,5.1,10.3,.500,0.0,0.0,,10.3,10.3,1.000,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,25.7
392,Pat Connaughton,SG,23,POR,2,0,6,6.0,18.0,.333,6.0,6.0,1.000,0.0,12.0,.000,12.0,12.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,30.0
393,James Ennis,PF,25,MIA,3,0,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.1,0.0,0.0,0.0,5.1,0.0
394,Cristiano Felicio,F-C,23,CHI,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0
395,Jimmer Fredette,G,26,NOP,1,0,5,7.2,21.6,.333,0.0,7.2,.000,7.2,14.4,.500,0.0,0.0,,0.0,0.0,0.0,0.0,7.2,0.0,0.0,7.2,14.4
396,Solomon Hill,SF,24,IND,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,Kirk Hinrich,SG,35,CHI,1,0,5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0
398,Chris Kaman,C,33,POR,1,0,4,0.0,18.0,.000,0.0,0.0,,0.0,18.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,Luc Mbah a Moute,PF,29,LAC,5,0,8,0.0,4.5,.000,0.0,0.0,,0.0,4.5,.000,0.0,0.0,,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0
400,Andre Miller,G,39,MIN,3,0,12,0.0,3.0,.000,0.0,0.0,,0.0,3.0,.000,0.0,0.0,,0.0,0.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0
401,Lucas Nogueira,C,23,TOR,1,0,3,12.0,12.0,1.000,0.0,0.0,,12.0,12.0,1.000,12.0,12.0,1.000,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,36.0
402,Cameron Payne,PG,21,OKC,3,0,10,3.6,14.4,.250,0.0,7.2,.000,3.6,7.2,.500,0.0,0.0,,0.0,0.0,0.0,14.4,3.6,0.0,0.0,7.2,7.2
403,Josh Richardson,G,22,MIA,2,0,22,0.0,3.3,.000,0.0,1.6,.000,0.0,1.6,.000,1.6,3.3,.500,0.0,0.0,0.0,3.3,1.6,0.0,1.6,4.9,1.6
404,Nate Robinson,PG,31,NOP,2,1,23,0.0,1.6,.000,0.0,1.6,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,6.3,1.6,0.0,0.0,7.8,0.0
405,Shayne Whittington,PF,24,IND,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,36.0,18.0,0.0
406,Jeff Withey,C,25,UTA,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,James Young,G-F,20,BOS,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,Joseph Young,PG,23,IND,2,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0
